Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,Occupied
1483,22.745,26.55,651,1017,0.004542991,1
1484,22.79,26.51666667,648.3333333,1014.166667,0.004549734,1
1485,22.79,26.6,651,1022.5,0.004564138,1
1486,22.79,26.525,651,1027.25,0.004551175,1
1487,22.84,26.5,651,1022,0.004560757,1
1488,22.87,26.456,657.8,1019,0.004561474,1
1489,22.89,26.445,668,1020.75,0.004565133,1
1490,22.89,26.39,668,1015.5,0.004555569,1
1491,22.90833333,26.39,663.6666667,1016,0.004560668,1
1492,22.956,26.39,664.6,1011,0.00457395,1
1493,22.96333333,26.29,668,1018.666667,0.004558529,1
1494,23,26.29,662.3333333,1006.333333,0.004568734,1
1495,22.956,26.236,647.8,1008.2,0.004547063,1
1496,23,26.2,651.6666667,1009.333333,0.004552979,1
1497,23,26.2,651.6666667,1006.166667,0.004552979,1
1498,23.02,26.16,650,1004.4,0.004551524,1
1499,23.025,26.125,653.75,999.75,0.004546776,1
1500,23.05,26.08333333,660,994.1666667,0.004546394,1
1501,23.1,26,656,992.5,0.004545592,1
1502,23.1,26,660,995.6666667,0.004545592,1
1503,23.1,26,655,994,0.004545592,1
1504,23.14,26,660,990.2,0.004556682,1
1505,23.18,26,655,993.4,0.004567796,1
1506,23.2,26,650,998.5,0.004573361,1
1507,23.2,26,651.6666667,997.25,0.004573361,1
1508,23.2,25.945,653.1666667,992.5,0.004563616,1
1509,23.2225,25.9175,653.75,996.5,0.004564992,1
1510,23.2225,25.815,659.75,993.75,0.004546806,1
1511,23.26,25.85666667,338.3333333,997.3333333,0.004564605,0
1512,23.29,25.97833333,197.1666667,996.5,0.004594621,0
1513,23.272,25.87,184,998.6,0.004570312,0
1514,23.29,25.89,173.2,993.4,0.004578883,0
1515,23.2675,25.865,193,994.25,0.004568171,0
1516,23.29,25.89,193,990.1666667,0.004578883,0
1517,23.245,25.825,178,984,0.004554814,0
1518,23.254,25.85,184,983.6,0.004561753,0
1519,23.26,25.79333333,186,983.3333333,0.004553342,0
1520,23.272,25.772,178,974.6,0.004552872,0
1521,23.245,25.715,178,961,0.004535271,0
1522,23.29,25.7225,173.5,954.25,0.004549043,0
1523,23.245,25.7,174.5,951.5,0.004532606,0
1524,23.215,25.68333333,169.6666667,952.5,0.004521382,0
1525,23.215,25.68333333,168.5,946.3333333,0.004521382,0
1526,23.2,25.6,171,942,0.004502493,0
1527,23.2,25.6,176,933.2,0.004502493,0
1528,23.2,25.58,176,928.8,0.00449895,0
1529,23.2,25.55,177.25,924,0.004493635,0
1530,23.2,25.55,171,918,0.004493635,0
1531,23.2,25.5,171,912.75,0.004484778,0
1532,23.2,25.5,171,907,0.004484778,0
1533,23.18571429,25.52857143,268.7142857,899.2857143,0.004485936,0
1534,23.2,25.7,538.75,917.25,0.004520208,1
1535,23.2,25.792,627.6,919.8,0.004536508,0
1536,23.2,25.65,638,938.25,0.00451135,0
1537,23.2,25.53333333,634,922.1666667,0.004490683,0
1538,23.2,25.5,629,899,0.004484778,0
1539,23.2,25.51666667,557.6666667,895.3333333,0.00448773,0
1540,23.2,25.7225,547,899.75,0.004524195,1
1541,23.2,25.54,543,894.4,0.004491864,1
1542,23.18333333,25.51666667,561.8333333,880.3333333,0.004483179,1
1543,23.15,25.5,597.75,879.75,0.004471146,1
1544,23.2,25.5,561.5,870.5,0.004484778,1
1545,23.2,25.5,598.4,866.2,0.004484778,1
1546,23.18,25.5,609.6,866.4,0.004479321,1
1547,23.2,25.525,587,869.75,0.004489207,1
1548,23.2,25.58,596.8,874.2,0.00449895,1
1549,23.175,25.6,595,877.5,0.004495645,1
1550,23.18333333,25.7,608.3333333,879,0.004515624,1
1551,23.2,25.68,611.6,875.5,0.004516665,1
1552,23.2,25.7,610.2,881.3333333,0.004520208,1
1553,23.218,25.7,616.6,882.4,0.004525164,1
1554,23.23,25.715,608.3333333,883,0.004531133,1
1555,23.254,25.68,609,884.5,0.004531535,1
1556,23.2675,25.7225,599,888.25,0.004542819,1
1557,23.272,25.772,594.8,889.4,0.004552872,1
1558,23.29,25.79,585.75,895,0.004561068,1
1559,23.29,25.79,584.8,894.4,0.004561068,1
1560,23.29,25.79,592.75,898.25,0.004561068,1
1561,23.29,25.79,586.5,898,0.004561068,1
1562,23.29,25.79,585,898.8,0.004561068,1
1563,23.29,25.79,576.75,901,0.004561068,1
1564,23.29,25.79,566,900.1428571,0.004561068,1
1565,23.29,25.7675,560,898.25,0.004557059,1
1566,23.29,25.754,566,895.6,0.004554654,1
1567,23.29,25.79333333,569.3333333,892.3333333,0.004561662,1
1568,23.29,26.16,561,911.1666667,0.004626991,1
1569,23.29,25.89,561,912,0.004578883,1
1570,23.29,25.89,561,913,0.004578883,1
1571,23.29,26.05916667,558.3,921.4,0.004609024,1
1572,23.29,26.22833333,555.6,929.8,0.004639167,1
1573,23.29,26.456,558.8,951.8,0.004679739,1
1574,23.29,26.575,546,956.75,0.004700948,1
1575,23.29,26.62,546,968,0.004708968,1
1576,23.29,26.754,542.8,966,0.004732852,1
1577,23.29,26.79,544.8,971.8,0.004739269,1
1578,23.29,26.87,541.4,983,0.00475353,1
1579,23.33,26.956,538,993.6,0.004780483,1
1580,23.29,27,538.4,999.6,0.004776705,1
1581,23.35,27.08,538.4,1005.4,0.00480849,1
1582,23.315,27.1,534.5,1013.75,0.004801833,1
1583,23.29,27.14,538.8,1019.8,0.004801664,1
1584,23.29,27.26,531,1023,0.004823059,1
1585,23.29,27.40833333,526.8333333,1027.5,0.004849508,1
1586,23.29,27.4175,526.75,1038.5,0.004851143,1
1587,23.29,27.5,519.6666667,1049,0.004865854,1
1588,23.29,27.5,505.8,1051.8,0.004865854,1
1589,23.31857143,27.58571429,493,1056,0.004889635,1
1590,23.29,27.65,503.5,1054.5,0.004892604,1
1591,23.29,27.772,496.2,1066.6,0.004914362,1
1592,23.29,27.7,513,1074,0.004901521,1
1593,23.29,27.79,520.5,1068.25,0.004917572,1
1594,23.33,27.874,528,1075.6,0.004944578,1
1595,23.29,27.9175,516.75,1085.25,0.004940313,1
1596,23.29,27.96333333,513,1096.333333,0.004948489,1
1597,23.30428571,28.01428571,503.7142857,1099.142857,0.00496189,1
1598,23.32333333,28.1,503,1108.833333,0.004982968,1
1599,23.29,28.1,498,1117,0.004972867,1
1600,23.29,28.236,481.6,1116,0.004997128,1
1601,23.29,28.35,484,1120.2,0.005017466,1
1602,23.29,28.39,483.4,1120.6,0.005024603,1
1603,23.29,28.53333333,485,1129.333333,0.005050177,1
1604,23.29,28.575,478,1132.25,0.005057611,1
1605,23.29,28.6,478.75,1132.5,0.005062072,1
1606,23.29,28.68333333,474,1142.833333,0.005076942,1
1607,23.29,28.772,473,1152,0.005092765,1
1608,23.29,28.79,474,1156.75,0.005095977,1
1609,23.29,28.89,479,1159.333333,0.005113823,1
1610,23.254,28.912,476,1160.8,0.005106541,1
1611,23.245,28.92,467.75,1160,0.005105166,1
1612,23.236,28.978,464,1167,0.005112685,1
1613,23.2,29.05,464,1171,0.005114263,1
1614,23.2225,29.15,464,1175.5,0.005139054,1
1615,23.2,29.2,453,1181,0.005140889,1
1616,23.2,29.2,464,1192,0.005140889,1
1617,23.2,29.2,464,1197.75,0.005140889,1
1618,23.2,29.254,461,1198.2,0.005150475,1
1619,23.2,29.33,464,1196.5,0.005163966,1
1620,23.2,29.35666667,464,1203.25,0.0051687,1
1621,23.14,29.456,469,1209,0.005167402,1
1622,23.125,29.4725,469,1212.25,0.005165594,1
1623,23.1,29.5,463,1219.6,0.005162577,1
1624,23.1,29.55,465.25,1218.75,0.0051714,1
1625,23.1,29.6,466,1221.6,0.005180223,1
1626,23.1,29.62,469,1219.8,0.005183753,1
1627,23.1,29.7,466.5,1224.666667,0.00519787,1
1628,23.1,29.745,469,1233.75,0.005205812,1
1629,23.1,29.84,469,1235.75,0.005222578,1
1630,23.1,29.84,469,1239.5,0.005222578,1
1631,23.08571429,29.89,465.6666667,1245,0.005226846,1
1632,23.06666667,29.85666667,464,1247.25,0.005214905,1
1633,23.025,29.9175,469,1246,0.005212351,1
1634,23.01666667,29.96333333,462.3333333,1245.166667,0.005217749,1
1635,23,30,465,1254.6,0.005218876,1
1636,23,30,461,1261.2,0.005218876,1
1637,23,30,464,1261,0.005218876,1
1638,23,30.01666667,462.3333333,1263.666667,0.005221799,1
1639,23,30.06,461,1270.2,0.005229401,1
1640,23,30.075,464,1273.25,0.005232033,1
1641,23,30.12,461,1280.2,0.005239927,1
1642,23,30.15,469,1284.5,0.00524519,1
1643,23,30.23,462.3333333,1285.166667,0.005259225,1
1644,23,30.29,462.3333333,1290.666667,0.005269752,1
1645,22.96857143,30.30428571,460.4285714,1294.571429,0.005262152,1
1646,22.9175,30.29,464,1294,0.005243272,1
1647,22.912,30.29,461,1301,0.005241511,1
1648,22.90833333,30.30666667,462.3333333,1313.166667,0.005243245,1
1649,22.89,30.34,464,1312.75,0.005243185,1
1650,22.945,30.39,469,1311.5,0.005269572,1
1651,22.92666667,30.37333333,469,1317.6,0.005260764,1
1652,22.96333333,30.39,469,1327.5,0.005275475,1
1653,22.93714286,30.39142857,469,1330.285714,0.005267293,1
1654,22.934,30.456,466,1330,0.005277566,1
1655,22.9175,30.5,465.25,1328.75,0.005279932,1
1656,22.93714286,30.40571429,456.1428571,1330,0.00526979,1
1657,22.956,30.412,454,1321.8,0.005276962,1
1658,22.89,30.445,454,1321.5,0.005261484,1
1659,22.934,30.6,454,1331.6,0.005302732,1
1660,22.90833333,30.6,454,1336.833333,0.005294425,1
1661,22.89,30.68,454,1340,0.005302442,1
1662,22.945,30.7,454,1350.75,0.005323785,1
1663,22.89,30.675,454,1356,0.005301571,1
1664,22.89,30.675,454,1351.75,0.005301571,1
1665,22.89,30.745,454,1360.166667,0.005313772,1
1666,22.89,30.79,454,1364.2,0.005321616,1
1667,22.89,30.754,454,1363.2,0.005315341,1
1668,22.89,30.79,454,1363.166667,0.005321616,1
1669,22.89,30.79,454,1367,0.005321616,1
1670,22.89,30.79,454,1368.5,0.005321616,1
1671,22.912,30.79,454,1365.8,0.005328774,1
1672,22.89,30.89,454,1361.6,0.005339048,1
1673,22.89,30.865,465.25,1372,0.00533469,1
1674,22.89,30.89,465.25,1385.25,0.005339048,1
1675,22.89,30.89,469,1386.4,0.005339048,1
1676,22.89,30.89,469,1393.166667,0.005339048,1
1677,22.89,30.85,469,1393,0.005332075,1
1678,22.89,30.79,460,1389,0.005321616,1
1679,22.89,30.79,454,1385.2,0.005321616,1
1680,22.89,30.85666667,454,1377.333333,0.005333238,1
1681,22.89,30.85666667,454,1383.833333,0.005333238,1
1682,22.89,30.83,442,1388.6,0.005328589,1
1683,22.89,30.865,449.5,1377.5,0.00533469,1
1684,22.89,30.89,451.6,1374,0.005339048,1
1685,22.89,30.89,451.6,1377.6,0.005339048,1
1686,22.89,30.89,456.8,1373,0.005339048,1
1687,22.865,30.84,444,1372.25,0.005322195,1
1688,22.89,30.89,444,1376,0.005339048,1
1689,22.84,30.84,444,1361.75,0.00531407,1
1690,22.79,30.81,444,1356.6,0.005292653,1
1691,22.79,30.84,444,1363,0.005297851,1
1692,22.79,30.83,444,1363.8,0.005296118,1
1693,22.79,30.89,444,1363.5,0.005306513,1
1694,22.79,30.89,444,1369.333333,0.005306513,1
1695,22.79,30.9175,444,1366.25,0.005311278,1
1696,22.79,30.89,444,1372.571429,0.005306513,1
1697,22.79,30.89,444,1361.666667,0.005306513,1
1698,22.79,30.89,444,1367.25,0.005306513,1
1699,22.79,30.89,444,1359,0.005306513,1
1700,22.79,30.934,444,1363.8,0.005314137,1
1701,22.79,30.89,444,1353.75,0.005306513,1
1702,22.79,31,444,1356.333333,0.005325572,1
1703,22.79,31,444,1363.8,0.005325572,1
1704,22.772,31.02,444,1364,0.005323174,1
1705,22.79,31.05,444,1373.333333,0.005334235,1
1706,22.7675,31.125,440.25,1374.25,0.005339878,1
1707,22.79,31.08333333,444,1369,0.005340011,1
1708,22.79,31.075,444.75,1360.75,0.005338567,1
1709,22.79,31.11428571,441.2857143,1359.5,0.005345374,1
1710,22.745,31.15,447,1366.333333,0.005336854,1
1711,22.772,31.2,439.8,1377,0.005354329,1
1712,22.79,31.2,441,1379.5,0.005360226,1
1713,22.745,31.2,442.5,1379.25,0.005345494,1
1714,22.7225,31.2,442.5,1381.5,0.005338141,1
1715,22.745,31.29,438,1381,0.005361046,1
1716,22.73,31.16666667,441,1374,0.005334836,1
1717,22.73,31.21333333,441,1372.5,0.005342893,1
1718,22.7,31.1,442.5,1369.75,0.005313565,1
1719,22.7,31.12,443.4,1368.6,0.005317012,1
1720,22.715,31.2,441,1368.333333,0.005335692,1
1721,22.7,31.16666667,441,1365.333333,0.005325053,1
1722,22.715,31.2,441,1370.5,0.005335692,1
1723,22.715,31.2,441,1366.333333,0.005335692,1
1724,22.7,31.2,442.5,1373.5,0.005330797,1
1725,22.745,31.2225,438,1378.5,0.005349382,1
1726,22.7,31.272,441,1377.166667,0.005343205,1
1727,22.7,31.245,447,1401.166667,0.005338552,1
1728,22.7,31.2675,442.5,1395.333333,0.005342429,1
1729,22.7,31.29,447,1401,0.005346307,1
1730,22.7,31.29,444,1400.5,0.005346307,1
1731,22.7,31.29,447,1394,0.005346307,1
1732,22.7,31.29,447,1394.6,0.005346307,1
1733,22.7,31.29,447,1389.666667,0.005346307,1
1734,22.7,31.29,447,1377.2,0.005346307,1
1735,22.7,31.29,447,1387,0.005346307,1
1736,22.7,31.37571429,439,1393.428571,0.005361078,1
1737,22.7,31.39,447,1393.75,0.00536354,1
1738,22.7,31.39,441.4,1392.6,0.00536354,1
1739,22.7,31.37,438.6,1394.2,0.005360094,1
1740,22.7,31.4175,440,1396.25,0.00536828,1
1741,22.7,31.39,443.5,1390.5,0.00536354,1
1742,22.7225,31.365,436.5,1397.5,0.005366615,1
1743,22.7,31.4175,433,1398.25,0.00536828,1
1744,22.7,31.4725,433,1402.25,0.005377759,1
1745,22.7,31.37857143,433,1398,0.005361571,1
1746,22.7,31.29,433,1384.25,0.005346307,1
1747,22.7,31.29,433,1387.333333,0.005346307,1
1748,22.7,31.29,433,1392.5,0.005346307,1
1749,22.7,31.236,433,1384.8,0.005337001,1
1750,22.7225,31.315,433,1388,0.005357986,1
1751,22.7,31.27,433,1384.6,0.00534286,1
1752,22.7,31.275,433,1373.333333,0.005343722,1
1753,22.7,31.18,433,1368.8,0.005327351,1
1754,22.7,31.2,433,1364,0.005330797,1
1755,22.7,31.15,433,1357.5,0.005322181,1
1756,22.7,31.2,433,1352,0.005330797,1
1757,22.7,31.2,433,1357,0.005330797,1
1758,22.7,31.1,433,1361.75,0.005313565,1
1759,22.7,31.1,433,1356,0.005313565,1
1760,22.7,31.1,433,1344.25,0.005313565,1
1761,22.7,31.05,433,1357.75,0.00530495,1
1762,22.7,31.1,433,1355.75,0.005313565,1
1763,22.7,31.1,433,1354.666667,0.005313565,1
1764,22.7,31.01666667,433,1343.333333,0.005299206,1
1765,22.7,31.05,433,1334.166667,0.00530495,1
1766,22.7225,30.9725,433,1340.25,0.005298886,1
1767,22.736,30.934,433,1336.8,0.005296615,1
1768,22.7675,31,433,1335.75,0.005318249,1
1769,22.73,31,433,1342.333333,0.005306064,1
1770,22.718,31,433,1348.8,0.005302171,1
1771,22.7,31,433,1353.25,0.005296334,1
1772,22.7,30.912,433,1339,0.005281172,1
1773,22.7,30.945,433,1338.25,0.005286858,1
1774,22.7,30.956,433,1347.6,0.005288753,1
1775,22.7,30.9725,433,1338.75,0.005291596,1
1776,22.7,30.89,433,1318,0.005277382,1
1777,22.7,30.87333333,433,1311.166667,0.00527451,1
1778,22.66,30.83,433,1306.5,0.005254168,1
1779,22.68,30.87,433,1316.666667,0.005267485,1
1780,22.7,30.89,433,1306.333333,0.005277382,1
1781,22.7,30.79,429.5,1300.5,0.005260153,1
1782,22.675,30.7225,433,1298.666667,0.005240501,1
1783,22.675,30.745,424.6,1298.2,0.005244371,1
1784,22.7,30.7675,426,1292.5,0.005256276,1
1785,22.675,30.7225,426,1288.5,0.005240501,1
1786,22.7,30.7,433,1299.666667,0.005244647,1
1787,22.65,30.65,423.6666667,1285.333333,0.005220038,1
1788,22.7,30.675,426,1286,0.005240341,1
1789,22.6,30.58333333,419,1284.333333,0.005192672,1
1790,22.6,30.575,422.5,1275.25,0.005191245,1
1791,22.6,30.6,419,1273.8,0.005195525,1
1792,22.6,30.6,419,1271.8,0.005195525,1
1793,22.6,30.55,419,1273.333333,0.005186965,1
1794,22.6,30.58,419,1261.75,0.005192101,1
1795,22.6,30.56666667,419,1258.5,0.005189818,1
1796,22.6,30.4725,419,1251.5,0.005173697,1
1797,22.6,30.445,419,1241.333333,0.005168989,1
1798,22.6,30.4725,419,1238.75,0.005173697,1
1799,22.6,30.37,419,1246.8,0.00515615,1
1800,22.6,30.315,419,1240.75,0.005146735,1
1801,22.6,30.365,419,1240.25,0.005155294,1
1802,22.6,30.275,426,1239,0.005139888,1
1803,22.6,30.245,422.5,1235.25,0.005134752,1
1804,22.6,30.254,424.6,1229.8,0.005136293,1
1805,22.6,30.18,419,1220.6,0.005123626,1
1806,22.6,30.16666667,419,1214.166667,0.005121344,1
1807,22.6,30.1,419,1214,0.005109933,1
1808,22.6,30.14,419,1217.8,0.00511678,1
1809,22.6,30.1,419,1211.8,0.005109933,1
1810,22.6,30.1,419,1217.2,0.005109933,1
1811,22.6,30.1,415.5,1211.5,0.005109933,1
1812,22.6,30.18166667,419,1207.333333,0.005123912,1
1813,22.6,30.1,419,1204.75,0.005109933,1
1814,22.6,30.1225,0,1205.25,0.005113784,0
1815,22.575,30.05,0,1204.75,0.005093574,0
1816,22.5,30.1,0,1196.666667,0.005078737,0
1817,22.5,30.1,0,1191.5,0.005078737,0
1818,22.5,30.1,0,1184,0.005078737,0
1819,22.445,30.1,0,1189.25,0.00506165,0
1820,22.39,30.075,0,1186.5,0.005040391,0
1821,22.39,30.1,0,1180.75,0.005044615,0
1822,22.39,30.05,0,1172.5,0.005036167,0
1823,22.365,30.075,0,1164,0.005032671,0
1824,22.35666667,30.1,0,1160.666667,0.005034315,0
1825,22.29,30,0,1143.25,0.00499698,0
1826,22.2675,29.945,0,1139.5,0.004980865,0
1827,22.245,29.9725,0,1138.25,0.004978597,0
1828,22.2,29.815,0,1135.5,0.004938568,0
1829,22.2,29.84,0,1124.75,0.004942742,0
1830,22.2,29.85666667,0,1119.333333,0.004945524,0
1831,22.125,29.79,0,1110.25,0.004911722,0
1832,22.1,29.79,0,1105.5,0.004904185,0
1833,22.1,29.745,0,1096.75,0.004896719,0
1834,22.1,29.7,0,1092.25,0.004889252,0
1835,22.1,29.6,0,1092.5,0.004872661,0
1836,22.025,29.525,0,1085.75,0.004837873,0
1837,22,29.46333333,0,1074.333333,0.004820277,0
1838,22,29.39,0,1066,0.004808187,0
1839,22,29.39,0,1058.5,0.004808187,0
1840,21.9175,29.29,0,1050.75,0.004767456,0
1841,21.89,29.2675,0,1044,0.004755715,0
1842,21.96333333,29.2,0,1039,0.004766109,0
1843,21.89,29.2,0,1030.5,0.004744663,0
1844,21.89,29.2,0,1030.8,0.004744663,0
1845,21.89,29.2,0,1032.333333,0.004744663,0
1846,21.89,29.16,0,1021.2,0.004738114,0
1847,21.89,29.2,0,1018.666667,0.004744663,0
1848,21.89,29.2,0,1008.75,0.004744663,0
1849,21.79,29,0,1003.25,0.004683014,0
1850,21.81,29,0,989.8,0.004688783,0
1851,21.815,29,0,992,0.004690226,0
1852,21.79,28.9725,0,985.75,0.00467854,0
1853,21.79,28.89,0,989,0.004665118,0
1854,21.7225,28.89,0,983,0.00464577,0
1855,21.7,28.89,0,976.75,0.004639337,0
1856,21.7,28.89,0,970.3333333,0.004639337,0
1857,21.7,28.865,0,961.75,0.004635292,0
1858,21.7,28.865,0,958.75,0.004635292,0
1859,21.7,28.89,0,954.6666667,0.004639337,0
1860,21.7,28.79,0,950.5,0.004623159,0
1861,21.7,28.815,0,942.75,0.004627203,0
1862,21.675,28.79,0,938.25,0.004616045,0
1863,21.675,28.7675,0,941,0.00461241,0
1864,21.63333333,28.73,0,944.3333333,0.004594543,0
1865,21.6,28.65,0,938,0.004572253,0
1866,21.6,28.675,0,934.5,0.004576272,0
1867,21.6,28.63333333,0,936.6666667,0.004569574,0
1868,21.6,28.6,0,926,0.004564215,0
1869,21.6,28.6,0,920.75,0.004564215,0
1870,21.6,28.56,0,920.2,0.004557785,0
1871,21.6,28.5,0,911.3333333,0.00454814,0
1872,21.6,28.5,0,905.3333333,0.00454814,0
1873,21.6,28.5,0,904.2,0.00454814,0
1874,21.6,28.5,0,899.6666667,0.00454814,0
1875,21.6,28.478,0,898.2,0.004544603,0
1876,21.6,28.4725,0,898.25,0.004543719,0
1877,21.6,28.39,0,895,0.004530458,0
1878,21.6,28.39,0,891.6666667,0.004530458,0
1879,21.58,28.35,0,887.4,0.004518455,0
1880,21.6,28.29,0,885.3333333,0.004514384,0
1881,21.56,28.29,0,876.4,0.004503267,0
1882,21.53333333,28.29,0,871.3333333,0.00449587,0
1883,21.5,28.29,0,863.5,0.004486638,0
1884,21.5,28.2675,0,865.25,0.004483043,0
1885,21.5,28.23,0,859.6666667,0.004477053,0
1886,21.5,28.26,0,858.6666667,0.004481845,0
1887,21.5,28.2,0,852.25,0.004472261,0
1888,21.5,28.175,0,849.25,0.004468268,0
1889,21.5,28.1,0,849,0.004456289,0
1890,21.5,28.1,0,845,0.004456289,0
1891,21.5,28.1,0,844.5,0.004456289,0
1892,21.5,28.05,0,843.75,0.004448303,0
1893,21.5,28.075,0,842,0.004452296,0
1894,21.5,28.1,0,833.2,0.004456289,0
1895,21.5,28.03333333,0,832.6666667,0.004445641,0
1896,21.4175,27.945,0,825.25,0.004409037,0
1897,21.39,27.89,0,820.3333333,0.004392837,0
1898,21.4175,27.9175,0,824.5,0.004404668,0
1899,21.39,27.89,0,819.25,0.004392837,0
1900,21.39,27.89,0,820.2,0.004392837,0
1901,21.39,27.89,0,817.6666667,0.004392837,0
1902,21.365,27.89,0,808,0.004386064,0
1903,21.39,27.79,0,806.6666667,0.004376975,0
1904,21.39,27.85666667,0,804.6666667,0.00438755,0
1905,21.29,27.85,0,803.8,0.004359494,0
1906,21.29,27.79,0,806,0.004350036,0
1907,21.29,27.79,0,801.5,0.004350036,0
1908,21.34,27.79,0,802,0.004363488,0
1909,21.29,27.79,0,803.6666667,0.004350036,0
1910,21.29,27.79,0,800,0.004350036,0
1911,21.29,27.79,0,795,0.004350036,0
1912,21.29,27.79,0,785,0.004350036,0
1913,21.29,27.79,0,781,0.004350036,0
1914,21.29,27.79,0,782,0.004350036,0
1915,21.29,27.7675,0,778,0.00434649,0
1916,21.29,27.79,0,772.5,0.004350036,0
1917,21.245,27.745,0,770.75,0.004330888,0
1918,21.218,27.718,0,769,0.004319433,0
1919,21.23,27.7,0,767,0.00431981,0
1920,21.2,27.7,0,764,0.004311809,0
1921,21.2,27.7,0,765.25,0.004311809,0
1922,21.2,27.65,0,765,0.004303972,0
1923,21.2,27.6,0,766,0.004296136,0
1924,21.2,27.6,0,758.5,0.004296136,0
1925,21.2,27.575,0,749.75,0.004292217,0
1926,21.2,27.6,0,749,0.004296136,0
1927,21.2,27.54,0,747.8,0.004286732,0
1928,21.2,27.5,0,744,0.004280463,0
1929,21.2,27.5,0,746.4,0.004280463,0
1930,21.2,27.4725,0,750.5,0.004276153,0
1931,21.2,27.5,0,747,0.004280463,0
1932,21.2,27.4725,0,750,0.004276153,0
1933,21.2,27.365,0,742.75,0.004259306,0
1934,21.2,27.34,0,737.75,0.004255388,0
1935,21.2,27.34,0,736.25,0.004255388,0
1936,21.2,27.29,0,738.25,0.004247552,0
1937,21.2,27.29,0,732.3333333,0.004247552,0
1938,21.2,27.29,0,725.4,0.004247552,0
1939,21.2,27.2675,0,729.25,0.004244027,0
1940,21.2,27.245,0,727,0.004240501,0
1941,21.2,27.245,0,716.75,0.004240501,0
1942,21.2,27.2,0,715.6666667,0.004233449,0
1943,21.2,27.2,0,712.25,0.004233449,0
1944,21.2,27.2,0,719,0.004233449,0
1945,21.2,27.15,0,714.25,0.004225614,0
1946,21.2,27.14,0,711.4,0.004224047,0
1947,21.2,27.1,0,702.75,0.004217779,0
1948,21.2,27.1,0,701,0.004217779,0
1949,21.2,27.1,0,703.6666667,0.004217779,0
1950,21.2,27.025,0,707.25,0.004206028,0
1951,21.2,27,0,703.75,0.00420211,0
1952,21.2,27,0,699.5,0.00420211,0
1953,21.2,27,0,697.5,0.00420211,0
1954,21.2,27,0,696.6666667,0.00420211,0
1955,21.2,27,0,692.75,0.00420211,0
1956,21.2,27,0,692.6,0.00420211,0
1957,21.2,26.85666667,0,695.3333333,0.004179653,0
1958,21.2,26.89,0,690.5,0.004184876,0
1959,21.2,26.89,0,689.5,0.004184876,0
1960,21.2,26.89,0,692.3333333,0.004184876,0
1961,21.2,26.815,0,691.5,0.004173125,0
1962,21.2,26.79,0,687.6,0.004169208,0
1963,21.16666667,26.79,0,682.3333333,0.00416063,0
1964,21.2,26.79,0,677.6666667,0.004169208,0
1965,21.16,26.79,0,677.8,0.004158916,0
1966,21.2,26.79,0,684.3333333,0.004169208,0
1967,21.15,26.79,0,682.5,0.004156346,0
1968,21.175,26.79,0,675,0.004162773,0
1969,21.125,26.79,0,669.25,0.004149928,0
1970,21.2,26.745,0,668.5,0.004162158,0
1971,21.15,26.7,0,671.25,0.00414229,0
1972,21.1,26.7,0,674.3333333,0.004129507,0
1973,21.125,26.675,0,673,0.004131996,0
1974,21.125,26.6,0,671.5,0.004120301,0
1975,21.125,26.625,0,670.5,0.004124199,0
1976,21.1,26.625,0,669.75,0.00411783,0
1977,21.1,26.6,0,663.5,0.004113938,0
1978,21.1,26.6,0,665,0.004113938,0
1979,21.1,26.6,0,661.5,0.004113938,0
1980,21.1,26.6,0,657.75,0.004113938,0
1981,21.1,26.6,0,652.75,0.004113938,0
1982,21.1,26.6,0,653.25,0.004113938,0
1983,21.1,26.6,0,656.75,0.004113938,0
1984,21.1,26.6,0,651,0.004113938,0
1985,21.1,26.575,0,648.5,0.004110046,0
1986,21.1,26.55,0,652.25,0.004106154,0
1987,21.1,26.5,0,642.25,0.00409837,0
1988,21.1,26.5,0,643.75,0.00409837,0
1989,21.075,26.4725,0,649.6666667,0.004087765,0
1990,21.1,26.5,0,649.5,0.00409837,0
1991,21.06,26.412,0,646.6,0.004074581,0
1992,21.06666667,26.46333333,0,643,0.004084235,0
1993,21.08,26.478,0,640.4,0.004089885,0
1994,21.075,26.39,0,640.75,0.004074943,0
1995,21.075,26.4175,0,636.75,0.004079217,0
1996,21.05,26.39,0,634.75,0.004068648,0
1997,21.075,26.4175,0,633.75,0.004079217,0
1998,21,26.29,0,632,0.004040614,0
1999,21,26.29,0,626.5,0.004040614,0
2000,21.03333333,26.32333333,0,628.6666667,0.004054121,0
2001,21.025,26.315,0,629.5,0.004050741,0
2002,21.05,26.34,0,630.5,0.004060889,0
2003,21.025,26.315,0,631.5,0.004050741,0
2004,21.025,26.315,0,629.5,0.004050741,0
2005,21.05,26.29,0,627,0.00405313,0
2006,21,26.2675,0,624.5,0.004037133,0
2007,21,26.26,0,625.6666667,0.004035973,0
2008,21,26.29,0,624.5,0.004040614,0
2009,21,26.236,0,622,0.00403226,0
2010,21,26.2675,0,622.75,0.004037133,0
2011,21,26.2,0,619.25,0.004026692,0
2012,21,26.2,0,616,0.004026692,0
2013,21,26.2,0,617.25,0.004026692,0
2014,21,26.2,0,616.4,0.004026692,0
2015,21,26.16666667,0,616.6666667,0.004021535,0
2016,21,26.125,0,614.75,0.00401509,0
2017,21,26.125,0,611.3333333,0.00401509,0
